1,0.6107890263268199
2,0.5234590142054052
3,0.521950084867296
4,0.5174865156483781
5,0.5087757717510193
6,0.5072311430979635
7,0.5058880840936131
8,0.5052777085523695
9,0.5052034934230751
10,0.5047173236158782
11,0.4980939873733957
12,0.49298915636249363
13,0.48993063176091667
14,0.4877171457767482
15,0.48549681741519435
16,0.48290121849638923
17,0.4803381509709108
18,0.47879636865552266
19,0.4779195015253306
20,0.4731547237633924
21,0.4718747692076184
22,0.4702170378354591
23,0.4690913242751724
24,0.4672905135750317
25,0.46725765128971575
26,0.46562375477482054
27,0.4617296165106951
28,0.45851380658113516
29,0.4572951547848797
30,0.45680018496059926
31,0.4564449753632629
32,0.45532304361142495
33,0.45433664734725976
34,0.45361348805172297
35,0.4524480235276811
36,0.4523779184606792
37,0.45219391090162486
38,0.4516729119976609
39,0.4490465686011973
40,0.4484317741562531
41,0.44760094273142426
42,0.44685366619815436
43,0.4464274767813511
44,0.44521378877752027
45,0.4446339171533691
46,0.4445365603906789
47,0.44400868621701217
48,0.4438159307439621
49,0.44345562922537474
50,0.44317999106184125
51,0.4416483928151863
52,0.4413472338906089
53,0.44115877038104956
54,0.4406668282824411
55,0.4394820480262863
56,0.43922630273413577
57,0.4388421164422822
58,0.43882531961050064
59,0.4387566068719453
60,0.4384798506981282
61,0.438472945466448
62,0.4382515572503036
63,0.4381930037236482
64,0.437843845193417
65,0.43736347245795826
66,0.4371552868494366
67,0.4371315340039508
68,0.43695781371542664
69,0.43695514278083536
70,0.43631655191643104
71,0.43551330108107944
72,0.4346369112497249
73,0.4342528188240483
74,0.4342073383871228
75,0.43420625301828963
76,0.43406742369826934
77,0.4340318277544478
78,0.4336890342360784
79,0.4335622355202313
80,0.43225588890535027
81,0.4318679440464367
82,0.4318547807563745
83,0.4314658736215541
84,0.43104685561647205
85,0.43097354698426604
86,0.43084272637281995
87,0.43082683755453544
88,0.42898666683121234
89,0.42894583283504806
90,0.42853333531125426
91,0.4283898802238224
92,0.4283181721481646
93,0.42815536356071493
94,0.4278849206187487
95,0.4277898361562188
96,0.4277022624417175
97,0.4273190281599837
98,0.4267877754946503
99,0.4266440206210219
100,0.4258694535888975
101,0.42522686630237827
102,0.4251802956128441
103,0.4251516313097655
104,0.4249596100185674
105,0.42422154592741923
106,0.4238269941714614
107,0.423571366039423
108,0.4233550807508786
109,0.4233416615362524
110,0.42277002122037866
111,0.4221491664414825
112,0.42175014215892415
113,0.4215599028521939
114,0.4213932544604636
115,0.4206966931535552
116,0.4205933802408105
117,0.42053826122157645
118,0.4201737996629553
119,0.41958309713981456
120,0.4193138288625615
121,0.41926819940400983
122,0.4190881459461281
123,0.4186502328854449
124,0.4185696673239856
125,0.4184321311866551
126,0.41839129459785174
127,0.41819170125176996
128,0.4177613274188404
129,0.4177355157132894
130,0.4175632519181569
131,0.4172492843201585
132,0.417189947036647
133,0.41691333350527415
134,0.4168432030481638
135,0.4167755765601432
136,0.41641919129264804
137,0.4144648167695234
138,0.41404845205090823
139,0.41404520466893135
140,0.4139078329799696
141,0.41372345122773513
142,0.41348929003219625
143,0.41345239450301297
144,0.41344480943013395
145,0.4130613617435003
